word,palabra,sentiment,lexicon,score
slander,calumnia,anger,nrc,NA
slander,calumnia,disgust,nrc,NA
slander,calumnia,negative,nrc,NA
slanderous,difamatorio,negative,nrc,NA
slap,bofetada,anger,nrc,NA
slap,bofetada,negative,nrc,NA
slap,bofetada,surprise,nrc,NA
slash,barra oblicua,anger,nrc,NA
slate,pizarra,positive,nrc,NA
slaughter,sacrificio,anger,nrc,NA
slaughter,sacrificio,disgust,nrc,NA
slaughter,sacrificio,fear,nrc,NA
slaughter,sacrificio,negative,nrc,NA
slaughter,sacrificio,sadness,nrc,NA
slaughter,sacrificio,surprise,nrc,NA
slaughterhouse,matadero,anger,nrc,NA
slaughterhouse,matadero,disgust,nrc,NA
slaughterhouse,matadero,fear,nrc,NA
slaughterhouse,matadero,negative,nrc,NA
slaughterhouse,matadero,sadness,nrc,NA
slaughtering,Sacrificio,anger,nrc,NA
slaughtering,Sacrificio,disgust,nrc,NA
slaughtering,Sacrificio,fear,nrc,NA
slaughtering,Sacrificio,negative,nrc,NA
slaughtering,Sacrificio,sadness,nrc,NA
slaughtering,Sacrificio,surprise,nrc,NA
slave,esclavo,anger,nrc,NA
slave,esclavo,fear,nrc,NA
slave,esclavo,negative,nrc,NA
slave,esclavo,sadness,nrc,NA
slavery,esclavitud,anger,nrc,NA
slavery,esclavitud,disgust,nrc,NA
slavery,esclavitud,fear,nrc,NA
slavery,esclavitud,negative,nrc,NA
slavery,esclavitud,sadness,nrc,NA
slay,matar,anger,nrc,NA
slay,matar,negative,nrc,NA
slayer,asesino,anger,nrc,NA
slayer,asesino,disgust,nrc,NA
slayer,asesino,fear,nrc,NA
slayer,asesino,negative,nrc,NA
slayer,asesino,sadness,nrc,NA
slayer,asesino,surprise,nrc,NA
sleek,pulcro,positive,nrc,NA
sleet,aguanieve,negative,nrc,NA
slender,esbelto,positive,nrc,NA
slim,Delgado,positive,nrc,NA
slime,limo,disgust,nrc,NA
slimy,baboso,disgust,nrc,NA
slimy,baboso,negative,nrc,NA
slink,escabullirse,negative,nrc,NA
slip,resbalón,negative,nrc,NA
slip,resbalón,surprise,nrc,NA
slop,agua sucia,disgust,nrc,NA
slop,agua sucia,negative,nrc,NA
sloppy,poco riguroso,disgust,nrc,NA
sloppy,poco riguroso,negative,nrc,NA
sloth,perezoso,disgust,nrc,NA
sloth,perezoso,negative,nrc,NA
slouch,flexible,negative,nrc,NA
slough,mudar,negative,nrc,NA
slowness,lentitud,negative,nrc,NA
sludge,lodo,disgust,nrc,NA
sludge,lodo,negative,nrc,NA
slug,babosa,disgust,nrc,NA
slug,babosa,negative,nrc,NA
sluggish,lento,negative,nrc,NA
sluggish,lento,sadness,nrc,NA
slum,barrio bajo,disgust,nrc,NA
slum,barrio bajo,negative,nrc,NA
slump,depresión,negative,nrc,NA
slump,depresión,sadness,nrc,NA
slur,calumnia,anger,nrc,NA
slur,calumnia,disgust,nrc,NA
slur,calumnia,negative,nrc,NA
slur,calumnia,sadness,nrc,NA
slush,fango,disgust,nrc,NA
slush,fango,negative,nrc,NA
slush,fango,surprise,nrc,NA
slut,puta,anger,nrc,NA
slut,puta,disgust,nrc,NA
slut,puta,negative,nrc,NA
sly,astuto,anger,nrc,NA
sly,astuto,disgust,nrc,NA
sly,astuto,fear,nrc,NA
sly,astuto,negative,nrc,NA
smack,tortazo,anger,nrc,NA
smack,tortazo,negative,nrc,NA
small,pequeña,negative,nrc,NA
smash,aplastar,anger,nrc,NA
smash,aplastar,fear,nrc,NA
smash,aplastar,negative,nrc,NA
smashed,colocado,negative,nrc,NA
smattering,noción,negative,nrc,NA
smell,oler,anger,nrc,NA
smell,oler,disgust,nrc,NA
smell,oler,negative,nrc,NA
smelling,Olor,disgust,nrc,NA
smelling,Olor,negative,nrc,NA
smile,sonreír,joy,nrc,NA
smile,sonreír,positive,nrc,NA
smile,sonreír,surprise,nrc,NA
smile,sonreír,trust,nrc,NA
smiling,sonriente,joy,nrc,NA
smiling,sonriente,positive,nrc,NA
smirk,sonrisa afectada,negative,nrc,NA
smite,herir,anger,nrc,NA
smite,herir,fear,nrc,NA
smite,herir,negative,nrc,NA
smite,herir,sadness,nrc,NA
smith,Herrero,trust,nrc,NA
smitten,Herido,positive,nrc,NA
smoker,fumador,negative,nrc,NA
smoothness,suavidad,positive,nrc,NA
smother,ahogar,anger,nrc,NA
smother,ahogar,negative,nrc,NA
smudge,mancha,negative,nrc,NA
smug,presumido,negative,nrc,NA
smuggle,hacer contrabando,fear,nrc,NA
smuggle,hacer contrabando,negative,nrc,NA
smuggler,contrabandista,anger,nrc,NA
smuggler,contrabandista,disgust,nrc,NA
smuggler,contrabandista,fear,nrc,NA
smuggler,contrabandista,negative,nrc,NA
smuggling,contrabando,negative,nrc,NA
smut,tizón,disgust,nrc,NA
smut,tizón,fear,nrc,NA
smut,tizón,negative,nrc,NA
snag,engancharse,negative,nrc,NA
snag,engancharse,surprise,nrc,NA
snags,Enganches,negative,nrc,NA
snake,serpiente,disgust,nrc,NA
snake,serpiente,fear,nrc,NA
snake,serpiente,negative,nrc,NA
snare,trampa,fear,nrc,NA
snare,trampa,negative,nrc,NA
snarl,gruñido,anger,nrc,NA
snarl,gruñido,disgust,nrc,NA
snarl,gruñido,negative,nrc,NA
snarling,Gruñendo,anger,nrc,NA
snarling,Gruñendo,negative,nrc,NA
sneak,furtivo,anger,nrc,NA
sneak,furtivo,fear,nrc,NA
sneak,furtivo,negative,nrc,NA
sneak,furtivo,surprise,nrc,NA
sneaking,furtivo,anticipation,nrc,NA
sneaking,furtivo,fear,nrc,NA
sneaking,furtivo,negative,nrc,NA
sneaking,furtivo,trust,nrc,NA
sneer,burla,anger,nrc,NA
sneer,burla,disgust,nrc,NA
sneer,burla,negative,nrc,NA
sneeze,estornudar,disgust,nrc,NA
sneeze,estornudar,negative,nrc,NA
sneeze,estornudar,surprise,nrc,NA
snicker,risa disimulada,positive,nrc,NA
snide,sarcástico,negative,nrc,NA
snob,snob,negative,nrc,NA
snort,bufido,sadness,nrc,NA
soak,empapar,negative,nrc,NA
sob,sollozo,negative,nrc,NA
sob,sollozo,sadness,nrc,NA
sobriety,sobriedad,positive,nrc,NA
sobriety,sobriedad,trust,nrc,NA
sociable,sociable,positive,nrc,NA
socialism,socialismo,disgust,nrc,NA
socialism,socialismo,fear,nrc,NA
socialist,socialista,anger,nrc,NA
socialist,socialista,disgust,nrc,NA
socialist,socialista,fear,nrc,NA
socialist,socialista,negative,nrc,NA
socialist,socialista,sadness,nrc,NA
soil,suelo,disgust,nrc,NA
soil,suelo,negative,nrc,NA
soiled,Ensuciado,disgust,nrc,NA
soiled,Ensuciado,negative,nrc,NA
solace,consuelo,positive,nrc,NA
soldier,soldado,anger,nrc,NA
soldier,soldado,positive,nrc,NA
soldier,soldado,sadness,nrc,NA
solid,sólido,positive,nrc,NA
solidarity,solidaridad,trust,nrc,NA
solidity,solidez,positive,nrc,NA
solidity,solidez,trust,nrc,NA
solution,solución,positive,nrc,NA
solvency,solvencia,positive,nrc,NA
somatic,somático,negative,nrc,NA
somatic,somático,surprise,nrc,NA
somber,sombrío,negative,nrc,NA
somber,sombrío,sadness,nrc,NA
sonar,sonar,anticipation,nrc,NA
sonar,sonar,positive,nrc,NA
sonata,sonata,positive,nrc,NA
sonnet,soneto,joy,nrc,NA
sonnet,soneto,positive,nrc,NA
sonnet,soneto,sadness,nrc,NA
sonorous,sonoro,joy,nrc,NA
sonorous,sonoro,positive,nrc,NA
soot,Hollín,disgust,nrc,NA
soot,Hollín,negative,nrc,NA
soothe,calmar,positive,nrc,NA
soothing,calmante,joy,nrc,NA
soothing,calmante,positive,nrc,NA
soothing,calmante,trust,nrc,NA
sorcery,brujería,anticipation,nrc,NA
sorcery,brujería,fear,nrc,NA
sorcery,brujería,negative,nrc,NA
sorcery,brujería,surprise,nrc,NA
sordid,sórdido,anger,nrc,NA
sordid,sórdido,disgust,nrc,NA
sordid,sórdido,fear,nrc,NA
sordid,sórdido,negative,nrc,NA
sordid,sórdido,sadness,nrc,NA
sore,dolorido,anger,nrc,NA
sore,dolorido,negative,nrc,NA
sore,dolorido,sadness,nrc,NA
sorely,muy,negative,nrc,NA
sorely,muy,sadness,nrc,NA
soreness,dolor,disgust,nrc,NA
soreness,dolor,negative,nrc,NA
soreness,dolor,sadness,nrc,NA
sorrow,dolor,fear,nrc,NA
sorrow,dolor,negative,nrc,NA
sorrow,dolor,sadness,nrc,NA
sorrowful,triste,negative,nrc,NA
sorrowful,triste,sadness,nrc,NA
sorter,clasificador,positive,nrc,NA
sortie,salida,fear,nrc,NA
sortie,salida,negative,nrc,NA
soulless,sin alma,disgust,nrc,NA
soulless,sin alma,fear,nrc,NA
soulless,sin alma,negative,nrc,NA
soulless,sin alma,sadness,nrc,NA
soulmate,Alma gemela,fear,nrc,NA
soulmate,Alma gemela,negative,nrc,NA
soundness,solvencia,anticipation,nrc,NA
soundness,solvencia,joy,nrc,NA
soundness,solvencia,positive,nrc,NA
soundness,solvencia,trust,nrc,NA
soup,sopa,positive,nrc,NA
sour,agrio,disgust,nrc,NA
sour,agrio,negative,nrc,NA
sovereign,soberano,trust,nrc,NA
spa,spa,anticipation,nrc,NA
spa,spa,joy,nrc,NA
spa,spa,positive,nrc,NA
spa,spa,surprise,nrc,NA
spa,spa,trust,nrc,NA
spacious,espacioso,positive,nrc,NA
spaniel,spaniel,joy,nrc,NA
spaniel,spaniel,positive,nrc,NA
spaniel,spaniel,trust,nrc,NA
spank,azotar,anger,nrc,NA
spank,azotar,fear,nrc,NA
spank,azotar,negative,nrc,NA
spank,azotar,sadness,nrc,NA
spanking,azotaina,anger,nrc,NA
sparkle,brillar,anticipation,nrc,NA
sparkle,brillar,joy,nrc,NA
sparkle,brillar,positive,nrc,NA
sparkle,brillar,surprise,nrc,NA
spasm,espasmo,fear,nrc,NA
spasm,espasmo,negative,nrc,NA
spat,freza,anger,nrc,NA
spat,freza,negative,nrc,NA
spear,lanza,anger,nrc,NA
spear,lanza,anticipation,nrc,NA
spear,lanza,fear,nrc,NA
spear,lanza,negative,nrc,NA
special,especial,joy,nrc,NA
special,especial,positive,nrc,NA
specialist,especialista,trust,nrc,NA
specialize,especializarse,trust,nrc,NA
specie,metálico,positive,nrc,NA
speck,mota,disgust,nrc,NA
speck,mota,negative,nrc,NA
spectacle,espectáculo,negative,nrc,NA
spectacle,espectáculo,positive,nrc,NA
spectacular,espectacular,anticipation,nrc,NA
spectacular,espectacular,surprise,nrc,NA
specter,espectro,fear,nrc,NA
specter,espectro,negative,nrc,NA
specter,espectro,sadness,nrc,NA
spectral,espectral,negative,nrc,NA
speculation,especulación,fear,nrc,NA
speculation,especulación,negative,nrc,NA
speculation,especulación,sadness,nrc,NA
speculative,especulativo,anticipation,nrc,NA
speech,habla,positive,nrc,NA
speedy,rápido,positive,nrc,NA
spelling,ortografía,positive,nrc,NA
spent,gastado,negative,nrc,NA
spew,arrojar,disgust,nrc,NA
spice,especia,positive,nrc,NA
spider,araña,disgust,nrc,NA
spider,araña,fear,nrc,NA
spike,espiga,fear,nrc,NA
spine,espina,anger,nrc,NA
spine,espina,negative,nrc,NA
spine,espina,positive,nrc,NA
spinster,solterona,fear,nrc,NA
spinster,solterona,negative,nrc,NA
spinster,solterona,sadness,nrc,NA
spirit,espíritu,positive,nrc,NA
spirits,espíritu,anticipation,nrc,NA
spirits,espíritu,joy,nrc,NA
spirits,espíritu,positive,nrc,NA
spirits,espíritu,surprise,nrc,NA
spit,escupir,disgust,nrc,NA
spite,despecho,anger,nrc,NA
spite,despecho,negative,nrc,NA
spiteful,malévolo,anger,nrc,NA
spiteful,malévolo,negative,nrc,NA
splash,chapoteo,surprise,nrc,NA
splendid,espléndido,joy,nrc,NA
splendid,espléndido,positive,nrc,NA
splendid,espléndido,surprise,nrc,NA
splendor,esplendor,anticipation,nrc,NA
splendor,esplendor,joy,nrc,NA
splendor,esplendor,positive,nrc,NA
splendor,esplendor,surprise,nrc,NA
splinter,astilla,negative,nrc,NA
split,división,negative,nrc,NA
splitting,terrible,negative,nrc,NA
splitting,terrible,sadness,nrc,NA
spoil,mimar,disgust,nrc,NA
spoil,mimar,negative,nrc,NA
spoiler,Alerón,negative,nrc,NA
spoiler,Alerón,sadness,nrc,NA
spoke,habló,negative,nrc,NA
spokesman,portavoz,trust,nrc,NA
sponge,esponja,negative,nrc,NA
sponsor,patrocinador,positive,nrc,NA
sponsor,patrocinador,trust,nrc,NA
spook,espectro,fear,nrc,NA
spook,espectro,negative,nrc,NA
spotless,inmaculado,positive,nrc,NA
spotless,inmaculado,trust,nrc,NA
spouse,esposa,joy,nrc,NA
spouse,esposa,positive,nrc,NA
spouse,esposa,trust,nrc,NA
sprain,esguince,negative,nrc,NA
sprain,esguince,sadness,nrc,NA
spree,juerga,negative,nrc,NA
sprite,duende,fear,nrc,NA
sprite,duende,negative,nrc,NA
spruce,picea,positive,nrc,NA
spur,estimular,fear,nrc,NA
spurious,espurio,disgust,nrc,NA
spurious,espurio,negative,nrc,NA
squall,chubasco,fear,nrc,NA
squall,chubasco,negative,nrc,NA
squall,chubasco,sadness,nrc,NA
squatter,colono usurpador,negative,nrc,NA
squeamish,delicado,disgust,nrc,NA
squeamish,delicado,fear,nrc,NA
squeamish,delicado,negative,nrc,NA
squelch,aplastar,anger,nrc,NA
squelch,aplastar,disgust,nrc,NA
squelch,aplastar,negative,nrc,NA
squirm,retorcerse,disgust,nrc,NA
squirm,retorcerse,negative,nrc,NA
stab,puñalada,anger,nrc,NA
stab,puñalada,fear,nrc,NA
stab,puñalada,negative,nrc,NA
stab,puñalada,sadness,nrc,NA
stab,puñalada,surprise,nrc,NA
stable,estable,positive,nrc,NA
stable,estable,trust,nrc,NA
staccato,staccato,positive,nrc,NA
stagger,tambalear,surprise,nrc,NA
staggering,asombroso,negative,nrc,NA
stagnant,estancado,negative,nrc,NA
stagnant,estancado,sadness,nrc,NA
stain,manchar,disgust,nrc,NA
stain,manchar,negative,nrc,NA
stainless,inoxidable,positive,nrc,NA
stale,duro,negative,nrc,NA
stalemate,estancamiento,anger,nrc,NA
stalemate,estancamiento,disgust,nrc,NA
stalk,tallo,fear,nrc,NA
stalk,tallo,negative,nrc,NA
stall,puesto,disgust,nrc,NA
stallion,semental,positive,nrc,NA
stalwart,leal,positive,nrc,NA
stamina,aguante,positive,nrc,NA
stamina,aguante,trust,nrc,NA
standing,en pie,positive,nrc,NA
standoff,punto muerto,anger,nrc,NA
standoff,punto muerto,fear,nrc,NA
standoff,punto muerto,negative,nrc,NA
standstill,parada,anger,nrc,NA
standstill,parada,negative,nrc,NA
star,estrella,anticipation,nrc,NA
star,estrella,joy,nrc,NA
star,estrella,positive,nrc,NA
star,estrella,trust,nrc,NA
staring,curioso,negative,nrc,NA
stark,rígido,negative,nrc,NA
stark,rígido,trust,nrc,NA
starlight,luz de las estrellas,positive,nrc,NA
starry,estrellado,anticipation,nrc,NA
starry,estrellado,joy,nrc,NA
starry,estrellado,positive,nrc,NA
start,comienzo,anticipation,nrc,NA
startle,asustar,fear,nrc,NA
startle,asustar,negative,nrc,NA
startle,asustar,surprise,nrc,NA
startling,alarmante,surprise,nrc,NA
starvation,inanición,fear,nrc,NA
starvation,inanición,negative,nrc,NA
starvation,inanición,sadness,nrc,NA
starved,famélico,negative,nrc,NA
starving,muriendo de hambre,negative,nrc,NA
stately,majestuoso,positive,nrc,NA
statement,declaración,positive,nrc,NA
statement,declaración,trust,nrc,NA
stationary,estacionario,negative,nrc,NA
statistical,estadístico,trust,nrc,NA
statue,estatua,positive,nrc,NA
status,estado,positive,nrc,NA
staunch,firme,positive,nrc,NA
stave,duela,negative,nrc,NA
steadfast,firme,positive,nrc,NA
steadfast,firme,trust,nrc,NA
steady,estable,surprise,nrc,NA
steady,estable,trust,nrc,NA
steal,robar,anger,nrc,NA
steal,robar,fear,nrc,NA
steal,robar,negative,nrc,NA
steal,robar,sadness,nrc,NA
stealing,robando,disgust,nrc,NA
stealing,robando,fear,nrc,NA
stealing,robando,negative,nrc,NA
stealth,sigilo,surprise,nrc,NA
stealthily,a hurtadillas,surprise,nrc,NA
stealthy,cauteloso,anticipation,nrc,NA
stealthy,cauteloso,fear,nrc,NA
stealthy,cauteloso,negative,nrc,NA
stealthy,cauteloso,surprise,nrc,NA
stellar,estelar,positive,nrc,NA
stereotype,estereotipo,negative,nrc,NA
stereotyped,esteriotipado,negative,nrc,NA
sterile,estéril,negative,nrc,NA
sterile,estéril,sadness,nrc,NA
sterility,esterilidad,negative,nrc,NA
sterling,libra esterlina,anger,nrc,NA
sterling,libra esterlina,anticipation,nrc,NA
sterling,libra esterlina,joy,nrc,NA
sterling,libra esterlina,negative,nrc,NA
sterling,libra esterlina,positive,nrc,NA
sterling,libra esterlina,trust,nrc,NA
stern,popa,negative,nrc,NA
steward,mayordomo,positive,nrc,NA
steward,mayordomo,trust,nrc,NA
sticky,pegajoso,disgust,nrc,NA
stiff,rígido,negative,nrc,NA
stiffness,rigidez,negative,nrc,NA
stifle,sofocar,negative,nrc,NA
stifled,Sofocado,anger,nrc,NA
stifled,Sofocado,fear,nrc,NA
stifled,Sofocado,negative,nrc,NA
stifled,Sofocado,sadness,nrc,NA
stigma,estigma,anger,nrc,NA
stigma,estigma,disgust,nrc,NA
stigma,estigma,fear,nrc,NA
stigma,estigma,negative,nrc,NA
stigma,estigma,sadness,nrc,NA
stillborn,nacido muerto,negative,nrc,NA
stillborn,nacido muerto,sadness,nrc,NA
stillness,quietud,fear,nrc,NA
stillness,quietud,positive,nrc,NA
stillness,quietud,sadness,nrc,NA
sting,picadura,anger,nrc,NA
sting,picadura,fear,nrc,NA
sting,picadura,negative,nrc,NA
stinging,escozor,negative,nrc,NA
stingy,tacaño,anger,nrc,NA
stingy,tacaño,disgust,nrc,NA
stingy,tacaño,fear,nrc,NA
stingy,tacaño,negative,nrc,NA
stingy,tacaño,sadness,nrc,NA
stink,hedor,disgust,nrc,NA
stink,hedor,negative,nrc,NA
stinking,maloliente,disgust,nrc,NA
stinking,maloliente,negative,nrc,NA
stint,escatimar,fear,nrc,NA
stint,escatimar,negative,nrc,NA
stint,escatimar,sadness,nrc,NA
stocks,cepo,negative,nrc,NA
stolen,robado,anger,nrc,NA
stolen,robado,negative,nrc,NA
stomach,estómago,disgust,nrc,NA
stone,piedra,anger,nrc,NA
stone,piedra,negative,nrc,NA
stoned,drogado,negative,nrc,NA
stools,Taburetes,disgust,nrc,NA
stools,Taburetes,negative,nrc,NA
stoppage,paro,negative,nrc,NA
store,almacenar,anticipation,nrc,NA
store,almacenar,positive,nrc,NA
storm,tormenta,anger,nrc,NA
storm,tormenta,negative,nrc,NA
storming,asalto,anger,nrc,NA
stormy,Tormentoso,fear,nrc,NA
stormy,Tormentoso,negative,nrc,NA
straightforward,sencillo,positive,nrc,NA
straightforward,sencillo,trust,nrc,NA
strained,tenso,anger,nrc,NA
strained,tenso,negative,nrc,NA
straits,estrecheces,fear,nrc,NA
straits,estrecheces,negative,nrc,NA
stranded,varado,negative,nrc,NA
stranger,desconocido,fear,nrc,NA
stranger,desconocido,negative,nrc,NA
strangle,estrangular,anger,nrc,NA
strangle,estrangular,disgust,nrc,NA
strangle,estrangular,fear,nrc,NA
strangle,estrangular,negative,nrc,NA
strangle,estrangular,sadness,nrc,NA
strangle,estrangular,surprise,nrc,NA
strategic,estratégico,positive,nrc,NA
strategist,estratega,anticipation,nrc,NA
strategist,estratega,positive,nrc,NA
strategist,estratega,trust,nrc,NA
stray,extraviado,negative,nrc,NA
strength,fuerza,positive,nrc,NA
strength,fuerza,trust,nrc,NA
strengthen,fortalecer,positive,nrc,NA
strengthening,fortalecimiento,joy,nrc,NA
strengthening,fortalecimiento,positive,nrc,NA
strengthening,fortalecimiento,trust,nrc,NA
stress,estrés,negative,nrc,NA
stretcher,camilla,fear,nrc,NA
stretcher,camilla,sadness,nrc,NA
stricken,afligido,sadness,nrc,NA
strife,lucha,anger,nrc,NA
strife,lucha,negative,nrc,NA
strike,Huelga,anger,nrc,NA
strike,Huelga,negative,nrc,NA
striking,sorprendentes,positive,nrc,NA
strikingly,Sorprendentemente,positive,nrc,NA
strip,tira,negative,nrc,NA
strip,tira,sadness,nrc,NA
stripe,raya,negative,nrc,NA
stripped,Despojado,anger,nrc,NA
stripped,Despojado,anticipation,nrc,NA
stripped,Despojado,disgust,nrc,NA
stripped,Despojado,fear,nrc,NA
stripped,Despojado,negative,nrc,NA
stripped,Despojado,sadness,nrc,NA
strive,esforzarse,anticipation,nrc,NA
stroke,carrera,fear,nrc,NA
stroke,carrera,negative,nrc,NA
stroke,carrera,sadness,nrc,NA
strongly,fuertemente,positive,nrc,NA
structural,estructural,trust,nrc,NA
structure,estructura,positive,nrc,NA
structure,estructura,trust,nrc,NA
struggle,lucha,anger,nrc,NA
struggle,lucha,fear,nrc,NA
struggle,lucha,negative,nrc,NA
struggle,lucha,sadness,nrc,NA
strut,puntal,negative,nrc,NA
stud,semental,positive,nrc,NA
study,estudiar,positive,nrc,NA
stuffy,cargado,negative,nrc,NA
stumble,tropezón,negative,nrc,NA
stunned,aturdido,fear,nrc,NA
stunned,aturdido,negative,nrc,NA
stunned,aturdido,surprise,nrc,NA
stunted,enano,negative,nrc,NA
stupid,estúpido,negative,nrc,NA
stupidity,estupidez,negative,nrc,NA
stupor,estupor,negative,nrc,NA
sturdy,robusto,positive,nrc,NA
sty,orzuelo,disgust,nrc,NA
sty,orzuelo,negative,nrc,NA
subdue,dominar,negative,nrc,NA
subito,Subito,surprise,nrc,NA
subject,tema,negative,nrc,NA
subjected,Sometido,negative,nrc,NA
subjected,Sometido,sadness,nrc,NA
subjection,sujeción,negative,nrc,NA
subjugation,subyugación,anger,nrc,NA
subjugation,subyugación,disgust,nrc,NA
subjugation,subyugación,fear,nrc,NA
subjugation,subyugación,negative,nrc,NA
subjugation,subyugación,sadness,nrc,NA
sublimation,sublimación,joy,nrc,NA
sublimation,sublimación,positive,nrc,NA
submit,enviar,anticipation,nrc,NA
subordinate,subordinar,fear,nrc,NA
subordinate,subordinar,negative,nrc,NA
subpoena,citación,negative,nrc,NA
subscribe,suscribir,anticipation,nrc,NA
subsidence,hundimiento,negative,nrc,NA
subsidence,hundimiento,sadness,nrc,NA
subsidy,subvención,anger,nrc,NA
subsidy,subvención,disgust,nrc,NA
subsidy,subvención,negative,nrc,NA
subsist,subsistir,negative,nrc,NA
substance,sustancia,positive,nrc,NA
substantiate,justificar,trust,nrc,NA
substantive,sustantivo,positive,nrc,NA
subtract,sustraer,negative,nrc,NA
subversion,subversión,anger,nrc,NA
subversion,subversión,fear,nrc,NA
subversion,subversión,negative,nrc,NA
subversive,subversivo,anger,nrc,NA
subversive,subversivo,negative,nrc,NA
subversive,subversivo,surprise,nrc,NA
subvert,subvertir,disgust,nrc,NA
subvert,subvertir,fear,nrc,NA
subvert,subvertir,negative,nrc,NA
subvert,subvertir,sadness,nrc,NA
succeed,tener éxito,anticipation,nrc,NA
succeed,tener éxito,joy,nrc,NA
succeed,tener éxito,positive,nrc,NA
succeed,tener éxito,surprise,nrc,NA
succeed,tener éxito,trust,nrc,NA
succeeding,subsiguiente,anticipation,nrc,NA
succeeding,subsiguiente,joy,nrc,NA
succeeding,subsiguiente,positive,nrc,NA
succeeding,subsiguiente,trust,nrc,NA
success,éxito,anticipation,nrc,NA
success,éxito,joy,nrc,NA
success,éxito,positive,nrc,NA
successful,exitoso,anticipation,nrc,NA
successful,exitoso,joy,nrc,NA
successful,exitoso,positive,nrc,NA
successful,exitoso,trust,nrc,NA
succinct,sucinto,positive,nrc,NA
succulent,suculento,negative,nrc,NA
succulent,suculento,positive,nrc,NA
succumb,sucumbir,negative,nrc,NA
suck,chupar,negative,nrc,NA
sucker,ventosa,anger,nrc,NA
sucker,ventosa,negative,nrc,NA
sudden,repentino,surprise,nrc,NA
suddenly,repentinamente,surprise,nrc,NA
sue,demandar,anger,nrc,NA
sue,demandar,negative,nrc,NA
sue,demandar,sadness,nrc,NA
suffer,sufrir,negative,nrc,NA
sufferer,víctima,fear,nrc,NA
sufferer,víctima,negative,nrc,NA
sufferer,víctima,sadness,nrc,NA
suffering,sufrimiento,disgust,nrc,NA
suffering,sufrimiento,fear,nrc,NA
suffering,sufrimiento,negative,nrc,NA
suffering,sufrimiento,sadness,nrc,NA
sufficiency,suficiencia,positive,nrc,NA
suffocating,sofocante,disgust,nrc,NA
suffocating,sofocante,fear,nrc,NA
suffocating,sofocante,negative,nrc,NA
suffocating,sofocante,sadness,nrc,NA
suffocation,asfixia,anger,nrc,NA
suffocation,asfixia,fear,nrc,NA
suffocation,asfixia,negative,nrc,NA
sugar,azúcar,positive,nrc,NA
suggest,sugerir,trust,nrc,NA
suicidal,suicida,anger,nrc,NA
suicidal,suicida,disgust,nrc,NA
suicidal,suicida,fear,nrc,NA
suicidal,suicida,negative,nrc,NA
suicidal,suicida,sadness,nrc,NA
suicide,suicidio,anger,nrc,NA
suicide,suicidio,fear,nrc,NA
suicide,suicidio,negative,nrc,NA
suicide,suicidio,sadness,nrc,NA
suitable,adecuado,positive,nrc,NA
sullen,hosco,anger,nrc,NA
sullen,hosco,negative,nrc,NA
sullen,hosco,sadness,nrc,NA
sultan,sultán,fear,nrc,NA
sultry,bochornoso,positive,nrc,NA
summons,citación,negative,nrc,NA
sump,sumidero,disgust,nrc,NA
sun,sol,anticipation,nrc,NA
sun,sol,joy,nrc,NA
sun,sol,positive,nrc,NA
sun,sol,surprise,nrc,NA
sun,sol,trust,nrc,NA
sundial,reloj de sol,anticipation,nrc,NA
sundial,reloj de sol,trust,nrc,NA
sunk,Hundido,disgust,nrc,NA
sunk,Hundido,fear,nrc,NA
sunk,Hundido,negative,nrc,NA
sunk,Hundido,sadness,nrc,NA
sunny,soleado,anticipation,nrc,NA
sunny,soleado,joy,nrc,NA
sunny,soleado,positive,nrc,NA
sunny,soleado,surprise,nrc,NA
sunset,puesta de sol,anticipation,nrc,NA
sunset,puesta de sol,positive,nrc,NA
sunshine,sol,joy,nrc,NA
sunshine,sol,positive,nrc,NA
superb,magnífico,positive,nrc,NA
superficial,superficial,negative,nrc,NA
superfluous,superfluo,negative,nrc,NA
superhuman,sobrehumano,positive,nrc,NA
superior,superior,positive,nrc,NA
superiority,superioridad,positive,nrc,NA
superman,superhombre,joy,nrc,NA
superman,superhombre,positive,nrc,NA
superman,superhombre,trust,nrc,NA
superstar,superestrella,joy,nrc,NA
superstar,superestrella,positive,nrc,NA
superstar,superestrella,trust,nrc,NA
superstition,superstición,fear,nrc,NA
superstition,superstición,negative,nrc,NA
superstition,superstición,positive,nrc,NA
superstitious,supersticioso,anticipation,nrc,NA
superstitious,supersticioso,fear,nrc,NA
superstitious,supersticioso,negative,nrc,NA
supplication,súplica,positive,nrc,NA
supplication,súplica,trust,nrc,NA
supplies,suministros,positive,nrc,NA
supply,suministro,positive,nrc,NA
supported,soportado,positive,nrc,NA
supporter,seguidor,joy,nrc,NA
supporter,seguidor,positive,nrc,NA
supporter,seguidor,trust,nrc,NA
supporting,secundario,positive,nrc,NA
supporting,secundario,trust,nrc,NA
suppress,reprimir,anger,nrc,NA
suppress,reprimir,fear,nrc,NA
suppress,reprimir,negative,nrc,NA
suppress,reprimir,sadness,nrc,NA
suppression,supresión,anger,nrc,NA
suppression,supresión,disgust,nrc,NA
suppression,supresión,fear,nrc,NA
suppression,supresión,negative,nrc,NA
supremacy,supremacía,anger,nrc,NA
supremacy,supremacía,anticipation,nrc,NA
supremacy,supremacía,fear,nrc,NA
supremacy,supremacía,joy,nrc,NA
supremacy,supremacía,negative,nrc,NA
supremacy,supremacía,positive,nrc,NA
supremacy,supremacía,surprise,nrc,NA
